Date,rstar_filtered,g_filtered,z_filtered,output_gap_filtered,rstar_smoothed,g_smoothed,z_smoothed,output_gap_smoothed
1961-01-01,5.0760558883932125,4.796124755164609,0.0024009676635746782,-3.7365134716102375,4.385364859439994,4.203616741666454,-0.06149627428076564,-3.374166932289768
1961-04-01,5.287395301327597,4.990623843244994,0.00798650518972759,-3.4256465233348763,4.370718531257484,4.195973894853902,-0.06805749848487348,-2.90717407725856
1961-07-01,5.255584968527508,4.958414945928992,0.010248853710664751,-2.707698770838988,4.352454090592831,4.185618772628919,-0.07536761258098505,-2.162679735921529
1961-10-01,5.250761759721137,4.9561459179521785,0.007825971323542657,-2.0180770013754454,4.331647929375284,4.173044797051854,-0.08287219881530977,-1.3840206188369848
1962-01-01,5.1070762593305865,4.818506149600667,0.009744833545275052,-1.2220118114647676,4.311191903897984,4.159712284075082,-0.08922421876242714,-0.7832433773304501
1962-04-01,4.6174387909549885,4.364041444160869,0.0008698988318015122,-0.6337042144958787,4.300022488230267,4.153628577845283,-0.09395789148666513,-0.6057455493357793
1962-07-01,4.5068761574669916,4.2617091929122655,-0.0014389763406438723,-0.2801897025942708,4.292500976144921,4.14905636460719,-0.09664261692064306,-0.47354561443012244
1962-10-01,4.071745602958762,3.866466220678536,-0.018455625701165632,-0.11437700214753477,4.2981209015958095,4.155261278988348,-0.0975866563350912,-0.6653540627496568
1963-01-01,4.059023602415999,3.8517766318107314,-0.015638016945322634,0.05942255874720104,4.305124120647751,4.162354101995362,-0.09808669005251341,-0.5960758709315996
1963-04-01,4.0258357371395075,3.8187986408190238,-0.013939603233619719,0.31678685386043526,4.313317312569672,4.171118218735917,-0.09916475488401254,-0.38217015434918267
1963-07-01,4.332362911397249,4.09848662015911,-0.00328469358277721,0.7260540650930807,4.312114481932759,4.170760824275419,-0.09998951025063653,0.19427825870639026
1963-10-01,4.076411600174905,3.856086855301457,-0.002809655922224124,1.1444803019074925,4.32002299272733,4.178916294543296,-0.10070839010325758,0.3005430936113953
1964-01-01,4.360686088138941,4.120147306360928,0.002124390481093898,1.3921774985748243,4.317474708536254,4.17757284917144,-0.10183548978191959,0.8099677628021027
1964-04-01,4.28008453806862,4.056353104974726,-0.010991474729052687,1.6127440146379968,4.318584902888643,4.179322451068419,-0.10257613891819573,1.0047857541221674
1964-07-01,4.375672537554559,4.150147547717715,-0.014625380479757118,1.7898048896406635,4.31667065822855,4.17743903311124,-0.10249798069595353,1.2398221154521707
1964-10-01,4.136041687795464,3.9385437320995282,-0.030407853651005658,1.7928392548824377,4.324257545851532,4.185299278525776,-0.10322617553254737,1.1346461832567911
1965-01-01,4.493098826108234,4.260227311069032,-0.013648676019728839,2.0219676980857457,4.31456646745852,4.178678941009546,-0.10591382725698853,1.7592470318189726
1965-04-01,4.463030866626066,4.235736445822186,-0.017808594048474527,2.292591579747068,4.303904570491092,4.172978681985341,-0.11054561685149002,2.1579192364030177
1965-07-01,4.696650335656495,4.453164172397807,-0.014198416093211316,2.567128660653566,4.278597948249285,4.156615359341458,-0.11854204457381129,2.915117098808082
1965-10-01,4.898009380870638,4.641744153744696,-0.012331627472569936,2.962734799343707,4.239624735227365,4.130132635789008,-0.12950009795637257,3.7597790330257794
1966-01-01,5.115292745044078,4.824335812203364,0.01179432030434728,3.5378162659634427,4.188237557253381,4.092164968404843,-0.14072259042152757,4.472206740483898
1966-04-01,4.877725748926465,4.569937031734619,0.04334701773994405,3.8686213659269697,4.147741570236104,4.063645228703603,-0.15104852868907165,4.286151089979057
1966-07-01,4.865102160803418,4.534051398426069,0.06868560310359957,3.8175198451549477,4.106272394488289,4.0344696833857405,-0.1616539015494523,4.093984045170259
1966-10-01,4.850052924641581,4.505034750236697,0.08433207803863364,3.683682915422878,4.0638152171259065,4.0045916987038135,-0.17250418965406328,3.877777727646844
1967-01-01,4.815154786193197,4.530698513608193,0.022285129673657172,3.103821154392449,4.02038689710362,3.9732141528100953,-0.18273928634481432,3.6277757045587578
1967-04-01,4.630104427424822,4.357619938867184,0.020328624221333566,2.7824421162837325,3.9850588962043743,3.949215626560606,-0.19268007423112377,3.111135655963949
1967-07-01,4.675672879335159,4.367089768572855,0.05587926997829397,2.7170422252547723,3.946150208573059,3.9224667907433695,-0.20329209123856323,2.949211911638713
1967-10-01,4.633420211713068,4.301125744330942,0.08340766796041207,2.7619603098177095,3.9068845747949523,3.897155265099122,-0.2157815352401581,2.933356306614769
1968-01-01,4.859546480675207,4.471274330075417,0.1295396178865325,3.1072055366648783,3.8529627566379743,3.8602085471672978,-0.23061869509300137,3.452259735475195
1968-04-01,4.944590291543162,4.526767544261517,0.1558790718840306,3.486822771581501,3.7925521245300353,3.817559329631657,-0.2459121912920047,3.8385313835977968
1968-07-01,4.853560268458641,4.439437444074147,0.15723254905486497,3.5199795146431825,3.734990083657734,3.7772070518020584,-0.2607869495300654,3.7625005560261116
1968-10-01,4.740307471937981,4.327853062843753,0.16202101997549184,3.3152886143136584,3.680561960685764,3.740632642399885,-0.2765242665474377,3.4924086965110064
1969-01-01,4.870242914852209,4.457761256094008,0.15453106685148976,3.1816576327163375,3.6162343891606445,3.6949526351603654,-0.2925285342927324,3.5904518564672117
1969-04-01,4.7072913863792145,4.29413129916114,0.16467802487579508,3.133363759738245,3.5595540139582655,3.6555176057246044,-0.30749195229327614,3.266748187876715
1969-07-01,4.661364658055934,4.258789595073172,0.156138066081351,2.849500105376819,3.504426032276105,3.6158707439539697,-0.3206788866543762,2.876180762865147
1969-10-01,4.388146053618606,4.028856160514504,0.1261581097698082,2.2338040956331042,3.463087060044582,3.587181740990904,-0.3316687523707601,1.978736802725166
1970-01-01,4.244689406993152,3.918821263364627,0.099103584831303,1.4894482114328866,3.4279595700934946,3.563375363995635,-0.3416122973761441,1.1492917042453428
1970-04-01,4.165742971956763,3.850431754415873,0.09250405199558782,0.9381285624995144,3.395833897671335,3.5420840438872285,-0.3512146167682299,0.5250862972686718
1970-07-01,4.204689686379909,3.9066956165191726,0.07193116770265323,0.5811256108154339,3.361284128127107,3.5166276860330954,-0.3588349835375618,0.17490084532687433
1970-10-01,3.8415716806899654,3.5214978078461434,0.11630063516979833,0.37844849399084524,3.3469853130619835,3.5105270193224647,-0.3666801137516416,-0.6237348663205466
1971-01-01,4.24868361993905,3.897987094822737,0.12513754593597065,0.5182588188073396,3.309007120537472,3.482774283885052,-0.37529964487684114,-0.04626776224779405
1971-04-01,4.024430173183662,3.705975619422939,0.10400641495222535,0.8830112182497487,3.2831309637552093,3.4643482403959984,-0.3816835259177057,0.01940011874762604
1971-07-01,3.879519987117871,3.6313723300712217,0.0380164750110515,0.9270499569428239,3.263063242206734,3.449854791340704,-0.38641912770875486,0.09134578275666172
1971-10-01,3.585689607246423,3.4870744826908973,-0.10316619013539673,0.5136929011524671,3.252194201021676,3.444618014780078,-0.3917483636297873,0.050592307902434186
1972-01-01,3.744611766702767,3.652017452054004,-0.11873150772971174,0.6835738947838763,3.228760516948339,3.430133631369185,-0.3998595181781624,0.655152262369711
1972-04-01,3.859055779872215,3.83838639204131,-0.20144076677645073,0.961735507973458,3.193418459065204,3.4055950997813875,-0.4092431100301873,1.535470069032499
1972-07-01,3.7298639841668093,3.7376822212751932,-0.22410109434285258,1.331562828226538,3.161641718456634,3.3857831993001004,-0.4200615245948718,2.0012271888223268
1972-10-01,3.791690946772539,3.8445394097553334,-0.2753146650476438,1.4473677587111524,3.1197571676936686,3.3598155502737646,-0.43447579529050273,2.6989006100327515
1973-01-01,4.0170044657238035,4.078919123362211,-0.29794335943856004,1.8274021522570365,3.0608785270688377,3.3198003281221053,-0.45102371285496407,3.6211085978651454
1973-04-01,4.044665009678148,4.01592129866736,-0.20363959005224297,2.412348408158664,3.0033617081070796,3.2800231921206326,-0.4664616718810868,3.8118634639406537
1973-07-01,3.764255471854759,3.738440728308393,-0.1905120050781837,2.1506940634649254,2.960285218025379,3.2535931776388547,-0.48157876143092515,3.2303988995970485
1973-10-01,3.8878415762208576,3.837248904764511,-0.171451661878967,1.7685550666467407,2.9102418795618723,3.2200129227143384,-0.49609870666875217,2.8987221060885986
1974-01-01,3.661343460890321,3.5622731238365213,-0.10706238474031304,1.3298677912955554,2.8754613595464815,3.1992620427958642,-0.5089275866867756,1.8714301068162058
1974-04-01,3.76899477936736,3.5320686068473717,0.03254125025752616,1.1546949478330362,2.8418068986657476,3.1773037226856786,-0.519353098245866,1.072752421555947
1974-07-01,3.6001663779415396,3.2314330697256555,0.18174481216236776,1.0232370084734157,2.8263586612043072,3.169018718418156,-0.5260369155105802,-0.12119242419646525
1974-10-01,3.433917493646045,3.0978199801791937,0.1568406058845382,0.3601304176075928,2.8223779784990137,3.1677466055168146,-0.5286718738631735,-1.166666930168958
1975-01-01,2.9669421288508704,2.7912937018332813,0.01412881634102639,-0.6191724660371847,2.8403155976625323,3.1850042010349777,-0.5289904696420212,-2.2490549226611165
