date,inflation,inflation.expectations.existing,inflation.expectations.ar3
1986-01-01,4.2929729769834,3.954829372057108,3.3731455000861175
1986-04-01,2.7306515467419517,3.4932085268933717,3.668420991854257
1986-07-01,2.7429385340934096,2.9011638307699914,3.2283369453335924
1986-10-01,3.243976099234527,3.1988963980697296,2.7002890310984413
1987-01-01,2.5202089631837326,2.8787723083966372,2.7239536252614993
1987-04-01,3.8673186796945638,3.331512006489403,2.5918053687106593
1987-07-01,3.569614814354432,3.671061028221435,3.099563925326409
1987-10-01,4.047252066233875,3.8238845149239227,3.443361990553105
1988-01-01,3.8314328574832732,3.952993186055937,3.7390735769268115
1988-04-01,4.821260037902813,4.456297336707587,3.782702337413559
1988-07-01,4.5855027078799795,4.708455129229467,4.267632272402377
1988-10-01,4.441809576627674,4.476529271393162,4.471662761219465
1989-01-01,4.344169092343378,4.388577889377142,4.404628408468389
1989-04-01,3.620185742010419,3.934967475765141,4.260718092665954
1989-07-01,2.970250974311104,3.3096725913315335,3.881505006570883
1989-10-01,3.6429439574269926,3.453962380628964,3.4001934907810867
1990-01-01,4.579828314431115,4.284492052217446,3.3311019257907617
1990-04-01,4.44151720579341,4.370738626129256,3.8124511166049295
1990-07-01,4.024125540805954,4.06314515398101,4.116642790812188
1990-10-01,3.3445559228934205,3.653057661286817,4.097968304833012
1991-01-01,3.5304960060085198,3.5718623922690025,3.8350364024774914
1991-04-01,3.0758717778012623,3.4395825285691326,3.6866218450481245
1991-07-01,3.581159012197984,3.5048164736073932,3.5730790719121837
1991-10-01,3.1390117891532956,3.47318111944135,3.5644592573286036
1992-01-01,3.045620137951029,3.4446948318652266,3.606405685443703
1992-04-01,2.8172429820384335,3.317120199806007,3.5647934042245613
1992-07-01,2.358424210050978,3.1849732641702913,3.5246936932078303
1992-10-01,2.922466257751518,3.1672518578088025,3.1116977567254818
1993-01-01,2.7487730323957122,3.2122452530047267,3.240703077733963
1993-04-01,3.0268180653673666,3.2878185088173444,3.198577330763483
1993-07-01,2.2280816302093527,3.183435743887072,3.2520165050432945
1993-10-01,2.054027726396691,2.9554308690889646,3.0535224978329634
1994-01-01,1.811026127418448,2.6169689371365426,2.724426366316595
1994-04-01,2.6805250348848397,2.6826342188989587,2.35703681860043
1994-07-01,2.2270029244917873,2.6153467741933207,2.9142548454931463
1994-10-01,2.0271653585056884,2.4998697491464963,2.835346027549159
1995-01-01,2.092745943033316,2.430536497200379,2.4266846536867845
1995-04-01,2.365959273696303,2.4699852763146017,2.391542653454663
1995-07-01,1.902356229256635,2.3430476293669016,2.573585544581794
1995-10-01,2.002420891627255,2.2404645830151444,2.2526795610522865
1996-01-01,1.569595437755691,2.0108626184539107,2.2355848170613957
1996-04-01,1.8936296594902016,1.9719345979065372,1.885379781795721
1996-07-01,1.8224042083030234,1.9313364483015372,2.105497184109149
1996-10-01,2.2706152643270965,2.1354704566987555,2.018399205636947
1997-01-01,1.5683318643307897,1.8563918719313177,2.3733288759803104
1997-04-01,2.0815893879534304,2.1057448531943783,1.7949835371300902
1997-07-01,0.9309654602746807,1.406186757911942,2.0734094663480187
1997-10-01,1.2675303514205352,1.3987116237256336,1.3085263392191169
1998-01-01,1.1749880281048086,1.117125058195729,1.3068972916478971
1998-04-01,1.2212062671592294,1.1265885738551031,1.3470755733987527
1998-07-01,1.4209606417470801,1.179753554769868,1.3615681449728658
1998-10-01,1.2679864882000218,1.1681763143542978,1.4674215311479801
1999-01-01,1.0071298031157878,1.1400394550944952,1.3275639159117048
1999-04-01,1.3861237915201388,1.2054974031013548,1.1028001345414928
1999-07-01,1.4681908816149343,1.2084664714440367,1.3517813301885202
1999-10-01,1.8790181909849588,1.492565502776673,1.499108595259804
2000-01-01,2.0906346422542867,1.676908197703065,1.7459818646824103
2000-04-01,1.3894956937376903,1.6375537354782477,1.9883181032630057
2000-07-01,1.928692989322909,1.8237219079635756,1.6588853348170653
2000-10-01,1.9724770981243231,1.807241199321814,1.71222046149409
2001-01-01,2.5956095386702636,2.0416268260776924,1.891617778865559
2001-04-01,1.509425830180412,1.9376592544132003,2.192450642484698
2001-07-01,1.0275639031076593,1.649510444690897,1.8706819941097972
2001-10-01,1.9274125005292755,1.5409733796232588,1.4077667967940757
2002-01-01,1.2278566390732422,1.5315294038458511,1.664254410001038
2002-04-01,2.1965552789116254,1.7275380161694,1.5832954806381578
2002-07-01,2.1228956179785925,1.7500463858476885,1.7762076302783125
2002-10-01,1.4209788651872215,1.8317652157733675,1.8696398889498365
2003-01-01,1.2322096829790545,1.6511586509539062,1.7186414209161458
2003-04-01,1.5133294061205556,1.5164295343337184,1.5794885429650138
2003-07-01,1.8266957194657893,1.5868564372529257,1.597806368128213
2003-10-01,1.7881526975654514,1.6814419148909754,1.6921397751765206
2004-01-01,2.1914282725451524,1.7743163604383614,1.7008948892748053
2004-04-01,2.2841639238049334,1.8380488498074024,1.7730788898247993
2004-07-01,1.4278355739396427,1.7962759317955657,1.8124278983069568
2004-10-01,2.164349322108418,1.8051644535428193,1.6329302475452372
2005-01-01,2.8350063303863764,1.920612556084392,1.7025456372313883
2005-04-01,1.9765206556777741,1.899513945600018,1.8725540543109065
2005-07-01,1.553797244928272,1.827958811829157,1.8291907605717528
2005-10-01,2.66486765002156,1.8717369153711403,1.710119183915495
2006-01-01,2.3112823271936747,1.8822649632119681,1.8838589110403934
2006-04-01,3.17541688905481,2.1625889434776324,1.8730692274863756
2006-07-01,2.14724806322511,2.1581253916769443,2.3075147600140995
2006-10-01,1.7208597734236868,2.1401314125878304,2.0322719106884124
2007-01-01,2.7502503052502183,2.0807928946687815,1.9447797894546748
2007-04-01,1.6597825190801865,1.947448184145578,2.11199272578753
2007-07-01,1.9594763503102037,1.9657536310692652,1.9139219912575218
2007-10-01,2.7530632279392857,2.013254628639121,1.9929635973017188
2008-01-01,2.115506730391908,2.1007687875088816,2.0570625720568234
2008-04-01,1.6752513330248857,2.106403319901789,2.0575611890209258
2008-07-01,2.036532051190052,1.9642827644190952,2.026862939143482
2008-10-01,-0.3182360797512198,1.6998569743295147,1.9865599820581823
2009-01-01,0.0,1.7098965589675046,1.741597780570829
2009-04-01,1.5614735791017278,1.4776103342288738,1.300767909591881
2009-07-01,1.4154824523408214,1.6308579076852723,1.3764904721869065
2009-10-01,2.4841725603049034,1.8760280505817077,1.5432401101044921
2010-01-01,1.3660068251805304,1.7618325970627093,1.9342942494454256
2010-04-01,1.0805386935834689,1.8190316546765883,1.7723070200532463
2010-07-01,0.6104184443792973,1.6447104310757599,1.714416724234347
2010-10-01,1.2624336755702825,1.637812781331699,1.5321463487072755
2011-01-01,1.7536701214174104,1.598339907595363,1.6219326705601969
2011-04-01,2.335116998683773,1.7514402724192115,1.720845732954867
2011-07-01,1.8189719107503326,1.7683834352089494,1.8956381608225656
2011-10-01,1.4231006705793543,1.8150519242463958,1.794842056529939
2012-01-01,2.515116856447345,1.8978564772926547,1.7378745929891113
2012-04-01,1.650752094368467,1.7401820875876413,1.9409425012246044
2012-07-01,1.1540664057390024,1.8065638236023265,1.7973275760889855
2012-10-01,1.7676931878138784,1.7954824051239455,1.7439375090567175
2013-01-01,1.55527504012865,1.697258847456013,1.7901823549213345
2013-04-01,1.128482674143586,1.7138370552113877,1.727798348506684
2013-07-01,1.5703104550479339,1.7541741257794885,1.6432861811467474
2013-10-01,1.724468530317826,1.712230821965011,1.68550235808459
2014-01-01,1.2590610606938841,1.683119320914272,1.7133110546307788
2014-04-01,1.7451705204423562,1.7580209660852402,1.6260377708309852
2014-07-01,1.4957818048588702,1.653166408407792,1.690522404468091
2014-10-01,1.0828264200230755,1.6414242233015308,1.6321554203470152
2015-01-01,0.6690528334932455,1.5314602241679542,1.561459989394678
2015-04-01,1.7773111720890935,1.6023484381745476,1.4180868904565114
2015-07-01,1.2876477520079965,1.4508084808593207,1.6085024884290948
2015-10-01,0.9959057800024025,1.5464078653239974,1.4676594582836313
2016-01-01,1.6693607761738383,1.5692840428216814,1.4606625512462466
2016-04-01,2.187894509203948,1.577509927916489,1.5266794582246428
2016-07-01,1.734444279165855,1.5785017168465971,1.546087079595695
2016-10-01,1.3716588141357247,1.5787684712073702,1.517994339962585
2017-01-01,1.8537581789216526,1.596382165196261,1.4927194771281662
2017-04-01,1.3366192589592913,1.5003579902656954,1.4930327473747398
2017-07-01,1.2083392536269568,1.5575040129782587,1.444745824005674
2017-10-01,1.7738741818884816,1.5608161087658505,1.4602683183673615
2018-01-01,2.5374757999353927,1.460427419740097,1.452990444565751
2018-04-01,2.140338868747758,1.3007973259960663,1.5335755631469512
2018-07-01,1.2755926366054227,1.30732809443416,1.510019292995355
2018-10-01,1.8609412536328696,1.450381803761274,1.5152877384285612
2019-01-01,1.6037702248977677,1.495823759196925,1.5791647546685896
2019-04-01,1.6824827821667863,1.511310016430728,1.531138297063803
2019-07-01,1.486624519281061,1.551096129126265,1.5864386273914282
2019-10-01,1.4004727430741564,1.5717088000071184,1.5654326606658364
2020-01-01,1.697832833117579,1.5827508623713025,1.59795569871766
2020-04-01,-0.7809511706617103,1.5494137918438478,1.6151645142746092
2020-07-01,3.019631352839799,1.756737235027936,1.3620688423994163
2020-10-01,1.798625604392964,1.5387106181523262,1.4780440872263267
2021-01-01,3.3479624264600494,1.516483102248815,1.3728356636095462
2021-04-01,5.755334073936355,0.16534464238697888,1.4015458889731667
2021-07-01,4.789727434509892,-0.8805047300921216,3.9078109182451173
2021-10-01,5.18091131756822,-2.3280432273738754,5.799914254811863
2022-01-01,5.929962552049091,2.9712114817784236,6.078306742387938
2022-04-01,4.699052100785495,3.598391920469261,6.75867700819134
2022-07-01,5.0716268693285835,4.386004824596182,5.580031836762352
2022-10-01,4.589739086055926,4.57149809424046,5.265413400028051
2023-01-01,4.619083515254011,4.2602910934430795,4.777170439165684
2023-04-01,3.777546104159442,3.7722839489821745,4.643626239744698
2023-07-01,2.3250230875010747,2.550782618434953,4.023021752873568
2023-10-01,2.0059186525056623,2.0111752984320312,2.857147138188769
2024-01-01,3.6790386898426912,3.161725712754904,2.252801077945205
2024-04-01,2.750324676495162,3.0200286414480866,3.0538328528291676
2024-07-01,2.169158489850654,2.144925448990742,2.979426437797433
2024-10-01,2.6037177758827057,2.504870803490077,2.5634200276902033
2025-01-01,3.468964566973274,3.1841546449478493,2.6009501442876206
2025-04-01,2.4404343253007834,2.7075503319774112,3.0985192262007297
