date,exp.model,exp.best_arima,inflation.pcepilfe
1974-07-01,10.902984291351622,9.345324630851758,11.271377913518954
1974-10-01,9.513276547311438,10.823044986241205,9.656300042058596
1975-01-01,7.162937333213339,8.337573024153722,7.738195580555285
1975-04-01,5.662163318926421,6.490389537157897,6.050577834166404
1975-07-01,5.687119921842534,5.209855755490067,5.955494217974078
1975-10-01,5.924316288987398,5.48088194277991,6.464274263736591
1976-01-01,5.495446449979728,5.889491108815785,6.032426857947826
1976-04-01,4.588992787818287,5.4543767997861,4.770711805008077
1976-07-01,6.02756713646192,4.551198332312885,6.216469332238361
1976-10-01,5.762705060947518,6.014458883749948,6.212742401458549
1977-01-01,6.10123323252346,5.601351048542916,6.675394113945821
1977-04-01,5.605267389430317,6.124933901377051,6.065925820269769
1977-07-01,6.074769553482746,5.5701459858005045,6.598440788451043
1977-10-01,5.458082947785812,6.154001294630197,5.770983078681802
1978-01-01,5.83585085494792,5.446916297582106,6.192100485662344
1978-04-01,6.36070399093838,5.93083397731059,6.841999194304371
1978-07-01,6.225104058212618,6.32802234074797,6.80453833061474
1978-10-01,6.41863309953417,6.244874902601232,7.11622812474868
1979-01-01,5.177266513292492,6.523698051075555,5.4275133110877505
1979-04-01,7.760668009004107,5.249344115335086,8.699484528236567
1979-07-01,6.720698928835479,7.674468311668365,7.314445668756697
1979-10-01,7.115307772152168,6.5982269918666745,8.257337962832345
1980-01-01,8.248280637299496,7.308925287502656,9.667844145593207
1980-04-01,7.610520148184352,8.356126066663666,8.849735515448387
1980-07-01,7.429934790687213,7.796179982429441,8.807798571715608
1980-10-01,8.376099708263316,7.868097956219765,9.628003496354154
1981-01-01,7.835953268340239,8.53696013775055,8.777534218946847
1981-04-01,6.829388980648279,7.9437960758112585,7.488359046499049
1981-07-01,6.82249243560892,7.041264654858135,7.299513913421407
1981-10-01,6.825978707527701,6.91785157171381,7.052303944498206
1982-01-01,6.002931001432131,6.804463973145182,5.812344362375477
1982-04-01,5.781690947459119,5.954439215980739,5.374375857830138
1982-07-01,6.709971563868861,5.847092832818506,6.36138386473899
1982-10-01,6.426911329540605,6.557021370094464,5.531929899447441
1983-01-01,6.121103930555058,6.0750020643885,5.219113653750185
1983-04-01,5.214692021257929,6.202966258439852,3.048479208060506
1983-07-01,6.834961208089878,4.862572849592263,6.0338629875230865
1983-10-01,6.018599596401835,6.675057883193285,3.1878591219401287
1984-01-01,5.540639296837617,5.02404758813962,4.019082576181354
1984-04-01,6.662721143102612,4.756408125479233,4.655607256620264
1984-07-01,5.564625850031396,5.1557373879590624,3.7376722023809705
1984-10-01,4.317529263107845,4.637798790816436,2.836608932261342
1985-01-01,5.523426016760082,3.860263627918348,5.419260638802825
1985-04-01,4.645502320952232,4.88226454185374,3.4538467046139942
1985-07-01,4.304508513763629,4.333883290154603,4.087088453304055
1985-10-01,3.7787320697866162,4.3951859857963935,2.858672780418381
1986-01-01,3.954829372057108,3.7867124446019536,4.295603145675919
1986-04-01,3.4932085268933717,4.202689388965992,2.7332359184002897
1986-07-01,2.9011638307699914,3.6398863165805615,2.7377874355572374
1986-10-01,3.1988963980697296,3.3491038375704107,3.2439968311216205
1987-01-01,2.8787723083966372,3.462262053320206,2.525284946441708
1987-04-01,3.331512006489403,3.13889504667123,3.864788691427279
1987-07-01,3.671061028221435,3.6640233235270783,3.567131414331648
1987-10-01,3.8238845149239227,3.7560667368926746,4.044818652597648
1988-01-01,3.952993186055937,4.030441819488258,3.841219553960684
1988-04-01,4.456297336707587,4.056097659922284,4.818795931353392
1988-07-01,4.708455129229467,4.54201677571879,4.580718562874608
1988-10-01,4.476529271393162,4.6520685784856814,4.44418794536432
1989-01-01,4.388577889377142,4.638294807836685,4.341842394944706
1989-04-01,3.934967475765141,4.563327093788156,3.6225124394089647
1989-07-01,3.3096725913315335,4.177093676603252,2.9656736082419144
1989-10-01,3.453962380628964,3.635453559791979,3.6452533962400224
1990-01-01,4.284492052217446,3.7215635991961737,4.579854133208272
1990-04-01,4.370738626129256,4.268082899708855,4.443759314272455
1990-07-01,4.06314515398101,4.443336938600229,4.021930386061001
1990-10-01,3.653057661286817,4.305644064338481,3.344574200966477
1991-01-01,3.5718623922690025,3.935929873686622,3.5348306185678524
1991-04-01,3.4395825285691326,3.8592935051577175,3.07157282318542
1991-07-01,3.5048164736073932,3.6435915487661488,3.5854223537917562
1991-10-01,3.47318111944135,3.7313121850735356,3.1347841205434435
1992-01-01,3.4446948318652266,3.6587254429407086,3.0498152476294393
1992-04-01,3.317120199806007,3.599673626251578,2.813078508686928
1992-07-01,3.1849732641702913,3.491281730131619,2.362561820420339
1992-10-01,3.1672518578088025,3.397149750172587,2.9204035567993003
1993-01-01,3.2122452530047267,3.4365813291505667,2.748773032395846
1993-04-01,3.2878185088173444,3.3790056618859285,3.024799723687366
1993-07-01,3.183435743887072,3.3476102858934107,2.2300999718893877
1993-10-01,2.9554308690889646,3.0948816212889905,2.0520308764275796
1994-01-01,2.6169689371365426,2.8270072581876464,1.8110351478739517
1994-04-01,2.6826342188989587,2.5482669386329566,2.6825128643984897
1994-07-01,2.6153467741933207,2.777048064975305,2.2270029244918277
1994-10-01,2.4998697491464963,2.6788920384023265,2.027165358505556
1995-01-01,2.430536497200379,2.5177512871607126,2.090802473697906
1995-04-01,2.4699852763146017,2.42475070010646,2.367902743031891
1995-07-01,2.3430476293669016,2.544349189330044,1.9023562292566965
1995-10-01,2.2404645830151444,2.3160955512527153,2.0005076522497944
1996-01-01,2.0108626184539107,2.3399307767540307,1.5696029305924952
1996-04-01,1.9719345979065372,1.9480701344743634,1.8974321429318763
1996-07-01,1.9313364483015372,2.0819679568695793,1.820507471401811
1996-10-01,2.1354704566987555,2.0622797692625596,2.2706152643269917
1997-01-01,1.8563918719313177,2.385107826632985,1.5683318643308297
1997-04-01,2.1057448531943783,1.9233440086697504,2.081589387953642
1997-07-01,1.406186757911942,2.179695035591638,0.9328215097198722
1997-10-01,1.3987116237256336,1.4755063869797311,1.2638241161472052
1998-01-01,1.117125058195729,1.4320346650705091,1.1768382139329958
1998-04-01,1.1265885738551031,1.32906983477317,1.223045394125677
1998-07-01,1.179753554769868,1.3434527769904732,1.417288901129865
1998-10-01,1.1681763143542978,1.4629134564976167,1.2734727038456128
1999-01-01,1.1400394550944952,1.4024231353436307,1.0016539814294845
1999-04-01,1.2054974031013548,1.2446802665578218,1.3861300951614197
1999-07-01,1.2084664714440367,1.4498033027843418,1.4700067976651354
1999-10-01,1.492565502776673,1.4655119176144196,1.8772174071937542
2000-01-01,1.676908197703065,1.7827077049020572,2.0906440296744933
2000-04-01,1.6375537354782477,2.0142820768514094,1.393072266450801
2000-07-01,1.8237219079635756,1.6918388604562913,1.9251312156534084
2000-10-01,1.807241199321814,1.843604846396957,1.976021545767992
2001-01-01,2.0416268260776924,1.9402499679386058,2.5920852647836057
2001-04-01,1.9376592544132003,2.2915339551806824,1.50943244568289
2001-07-01,1.649510444690897,1.9382989004823574,1.031059022288261
2001-10-01,1.5409733796232588,1.5791088563277929,1.9256671894165578
2002-01-01,1.5315294038458511,1.7734130517065156,1.2261250335935614
2002-04-01,1.7275380161694,1.6039387802926879,2.194842631772431
2002-07-01,1.7500463858476885,1.8487027147020132,2.1280528703382373
2002-10-01,1.8317652157733675,1.9707273093527864,1.4192658654465617
2003-01-01,1.6511586509539062,1.787641221938872,1.2322096829791462
2003-04-01,1.5164295343337184,1.6527180000459625,1.5133294061204339
2003-07-01,1.5868564372529257,1.6410232733433916,1.8266957194658318
2003-10-01,1.6814419148909754,1.7106605768441128,1.7881526975653372
2004-01-01,1.7743163604383614,1.7374235754524896,2.1947699042637936
2004-04-01,1.8380488498074024,1.8648489189046515,2.2791609796911416
2004-07-01,1.7962759317955657,1.883782804783873,1.4294968863346469
2004-10-01,1.8051644535428193,1.7051303099559174,2.162702862305821
2005-01-01,1.920612556084392,1.787047486230547,2.8366527901891203
2005-04-01,1.899513945600018,1.9729517346711556,1.9765206556776604
2005-07-01,1.827958811829157,1.8520490164920527,1.5554177048553441
2005-10-01,1.8717369153711403,1.7132471392129378,2.664856890147149
2006-01-01,1.8822649632119681,1.9063381353836357,2.3096726271411683
2006-04-01,2.1625889434776324,1.9644787705548472,3.173829111764448
2006-07-01,2.1581253916769443,2.2782343917961954,2.1488358405154173
2006-10-01,2.1401314125878304,2.1517211624835797,1.7192872763967415
2007-01-01,2.0807928946687815,2.004238687599781,2.74869935180142
2007-04-01,1.947448184145578,2.182116894877548,1.6613507142512418
2007-07-01,1.9657536310692652,2.0335972685823878,1.9594839504094352
2007-10-01,2.013254628639121,1.977818405615113,2.7561479170152836
2008-01-01,2.1007687875088816,2.143719318555361,2.1124407643469567
2008-04-01,2.106403319901789,2.1064987444712555,1.6767802651994401
2008-07-01,1.9642827644190952,1.8865379431123452,2.0365320511899654
2008-10-01,1.6998569743295147,1.9104503226807044,-0.31520406547045354
2009-01-01,1.7098965589675046,1.6619851120149112,-0.0045480300396860684
2009-04-01,1.4776103342288738,1.8472442344950233,1.5629895948606531
2009-07-01,1.6308579076852723,1.8153191675276559,1.416987221518795
2009-10-01,1.8760280505817077,1.8371595188156555,2.4841632440153916
2010-01-01,1.7618325970627093,1.9082755928985204,1.366001726903221
2010-04-01,1.8190316546765883,1.7667035359054153,1.0760756542293137
2010-07-01,1.6447104310757599,1.8447129526811734,0.6148751967291588
2010-10-01,1.637812781331699,1.704478466502645,1.2624289991201465
2011-01-01,1.598339907595363,1.825332901861352,1.7521907302608497
2011-04-01,1.7514402724192115,1.7550961962004408,2.3321882907563207
2011-07-01,1.7683834352089494,1.8511001546669945,1.8219006186775744
2011-10-01,1.8150519242463958,1.7663839676213684,1.423100670579558
2012-01-01,1.8978564772926547,1.7826714608639669,2.5165602770652384
2012-04-01,1.7401820875876413,1.8441017797613282,1.6507461498299847
2012-07-01,1.8065638236023265,1.7866952483269214,1.1540622643664733
2012-10-01,1.7954824051239455,1.7657291910500512,1.7648328335621244
2013-01-01,1.697258847456013,1.7999189225173862,1.5595450080951423
2013-04-01,1.7138370552113877,1.7704361668038096,1.1270571978375443
2013-07-01,1.7541741257794885,1.7676386101794406,1.570304901288111
2013-10-01,1.712230821965011,1.7881927624729808,1.72024490824505
2014-01-01,1.683119320914272,1.7732253762572634,1.2618727644106542
2014-04-01,1.7580209660852402,1.7339031909281544,1.742379855217635
2014-07-01,1.653166408407792,1.7708323670128792,1.4999625873922895
2014-10-01,1.6414242233015308,1.7138843150041094,1.082822661978966
2015-01-01,1.5314602241679542,1.7168161647112483,0.6676664742286675
2015-04-01,1.6023484381745476,1.4985188722255791,1.7786890783948905
2015-07-01,1.4508084808593207,1.7203010131091538,1.2848963631856947
2015-10-01,1.5464078653239974,1.6046765227958133,0.9959091954026889
2016-01-01,1.5692840428216814,1.6330234352358177,1.6720951998170364
2016-04-01,1.577509927916489,1.5848132871652834,2.1878870669183925
2016-07-01,1.5785017168465971,1.6125515119577067,1.731736317102417
2016-10-01,1.5787684712073702,1.536521845643164,1.375702693975711
2017-01-01,1.596382165196261,1.5620119100844847,1.8524055397911354
2017-04-01,1.5003579902656954,1.5488834373943572,1.3352790660718483
2017-07-01,1.5575040129782587,1.4975879275368973,1.2070075560622229
2017-10-01,1.5608161087658505,1.506129803200006,1.7752058794531678
2018-01-01,1.460427419740097,1.496545637799599,2.537475799935507
2018-04-01,1.3007973259960663,1.5330065631583958,2.141649255033329
2018-07-01,1.30732809443416,1.5049715774018413,1.2729760319036387
2018-10-01,1.450381803761274,1.427166887306267,1.8635476233541226
2019-01-01,1.495823759196925,1.5523151306689713,1.6011751205105895
2019-04-01,1.511310016430728,1.5631725629844264,1.6863567581214767
2019-07-01,1.551096129126265,1.5932854659682807,1.482760762420554
2019-10-01,1.5717088000071184,1.5623158579213046,1.4030377167227215
2020-01-01,1.5827508623713025,1.563889690461994,1.7985251251584344
2020-04-01,1.5494137918438478,1.5711257759324724,-0.7526592452098413
2020-07-01,1.756737235027936,1.440625304734962,2.96415445645124
2020-10-01,1.5387106181523262,1.5118782390960488,1.793242944103568
2021-01-01,1.516483102248815,1.5618742373195056,3.4011855199125307
2021-04-01,0.16534464238697888,1.589780469195679,5.646275668095413
2021-07-01,-0.8805047300921216,2.6026404745935356,4.718863743198298
2021-10-01,-2.3280432273738754,3.406079615009068,5.169614291443025
2022-01-01,2.9712114817784236,4.172353700864506,5.95112913083895
2022-04-01,3.598391920469261,5.061406332677466,4.7476483472724595
2022-07-01,4.386004824596182,4.486850666877324,5.013761321552224
2022-10-01,4.57149809424046,4.517611953405937,4.6052563158959
2023-01-01,4.2602910934430795,4.2806878474726515,4.610510440361182
2023-04-01,3.7722839489821745,4.225460392749356,3.8911294306007704
2023-07-01,2.550782618434953,3.7689806416353595,2.34023919135673
2023-10-01,2.0111752984320312,2.7181664531205856,2.1140630187133524
2024-01-01,3.161725712754904,2.293663585456857,3.9186505670670613
2024-04-01,3.0200286414480866,3.1267693239222663,2.8421418063750536
2024-07-01,2.144925448990742,2.8322542712249996,2.324435985128659
2024-10-01,2.504870803490077,2.4774575883673418,2.68108003798595
2025-01-01,3.1841546449478493,2.5490884055826,3.2225548435167894
2025-04-01,2.7075503319774112,2.8705145824178007,2.5666877007683553
