date,inflation,inflation.pcepilfe.yoy,inflation.expectations,exp.ma4,exp.ma4.yoy,exp.ma4.model
1959-01-01,2.723887422652197,,2.6217576583281175,,2.6217576583281175,
1959-04-01,2.1341612031851245,,2.532854624900056,,2.532854624900056,
1959-07-01,2.658156747102966,,2.129966665333348,,2.129966665333348,
1959-10-01,2.311484444741492,,2.2327131721546314,2.456922454420445,2.2327131721546314,
1960-01-01,1.2391348616682092,2.0878384034720643,1.8751453840287335,2.0857343141744478,1.8751453840287335,
1960-04-01,1.5120985748814426,1.932314807518365,2.0667339676553196,1.9302186570985276,2.0667339676553196,
1960-07-01,1.5815754749814934,1.656862567366879,2.26688278455106,1.6610733390681593,2.26688278455106,
1960-10-01,1.3007328077653575,1.412606798392435,2.0711666861515705,1.4083854298241258,1.7724056441874358,
1961-01-01,0.6737158886590708,1.2670041955706424,1.6562274107315986,1.267030686571841,1.5671970922120804,
1961-04-01,1.3191885265144017,1.2167070240602484,1.595692241803134,1.218803174480081,1.3882951463475512,
